id_reserva,id_host,ciudad,id_barrio,barrio,latitud,longitud,tipo_host,precio,minimo_noches,numero_resenias,ultima_resenia,resenias_por_mes,suma_host_duenio,ocupacion_anio
4020746,HBA2288,Buenos Aires,BA028,Recoleta,-34.5905,-58.39167,Entire home/apt,2033,1,69,25/08/2018,1.19,1,155
78068,HBA0159,Buenos Aires,BA021,Palermo,-34.58288,-58.40535,Entire home/apt,2093,3,18,30/08/2018,0.17,9,339
1173403,HBA1081,Buenos Aires,BA012,Constitucion,-34.62027,-58.38863,Private room,1196,7,3,31/08/2018,0.05,16,364
1925690,HBA1821,Buenos Aires,BA021,Palermo,-34.57178,-58.44098,Private room,1495,6,1,02/09/2018,0.07,1,363
3383865,HBA3104,Buenos Aires,BA002,Almagro,-34.59826,-58.42621,Entire home/apt,4724,3,19,02/09/2018,0.31,1,326
761831,HBA0976,Buenos Aires,BA021,Palermo,-34.5854,-58.42481,Entire home/apt,5023,5,1,04/09/2018,0.07,15,365
1462294,HBA1509,Buenos Aires,BA028,Recoleta,-34.58789,-58.38712,Entire home/apt,10763,3,7,04/09/2018,0.1,35,251
2068000,HBA2374,Buenos Aires,BA021,Palermo,-34.58056,-58.43133,Private room,598,1,4,14/09/2018,0.07,2,351
1109208,HBA1575,Buenos Aires,BA032,San Nicolas,-34.59995,-58.37217,Private room,1794,3,39,16/09/2018,0.51,1,363
3436920,HBA0994,Buenos Aires,BA017,Monserrat,-34.61479,-58.38234,Private room,837,3,3,16/09/2018,0.06,5,364
380941,HBA0351,Buenos Aires,BA004,Barracas,-34.65179,-58.37704,Private room,1315,1,120,17/09/2018,1.33,2,268
3866469,HBA2165,Buenos Aires,BA029,Retiro,-34.59723,-58.37264,Entire home/apt,1614,3,1,18/09/2018,0.07,5,362
3110509,HBA3030,Buenos Aires,BA021,Palermo,-34.59167,-58.42835,Entire home/apt,2990,30,2,20/09/2018,0.13,16,285
3476725,HBA0992,Buenos Aires,BA003,Balvanera,-34.60566,-58.41343,Entire home/apt,1973,10,7,21/09/2018,0.11,1,238
435981,HBA0703,Buenos Aires,BA033,San Telmo,-34.61623,-58.37256,Entire home/apt,5322,10,47,23/09/2018,0.56,6,0
2747072,HBA2865,Buenos Aires,BA005,Belgrano,-34.55944,-58.46366,Private room,1136,3,70,25/09/2018,1.04,2,0
3018512,HBA3004,Buenos Aires,BA021,Palermo,-34.58768,-58.41174,Entire home/apt,4185,3,5,25/09/2018,0.09,1,0
3454575,HBA0870,Buenos Aires,BA028,Recoleta,-34.58852,-58.40858,Entire home/apt,7474,7,2,26/09/2018,0.05,1,364
2591585,HBA2776,Buenos Aires,BA028,Recoleta,-34.59594,-58.40603,Private room,2392,5,5,27/09/2018,0.18,3,207
131145,HBA0276,Buenos Aires,BA002,Almagro,-34.60818,-58.41911,Private room,1196,3,38,30/09/2018,0.37,2,146
755325,HBA0440,Buenos Aires,BA028,Recoleta,-34.59394,-58.39663,Entire home/apt,44725,2,2,30/09/2018,0.03,10,311
1083438,HBA1557,Buenos Aires,BA028,Recoleta,-34.59102,-58.39389,Entire home/apt,3289,2,8,01/10/2018,0.2,6,356
1313858,HBA1532,Buenos Aires,BA021,Palermo,-34.59203,-58.42134,Private room,1495,14,7,01/10/2018,0.09,4,365
3361255,HBA3167,Buenos Aires,BA021,Palermo,-34.58014,-58.4337,Entire home/apt,8969,1,19,01/10/2018,0.52,1,0
540070,HBA0703,Buenos Aires,BA033,San Telmo,-34.61695,-58.37283,Entire home/apt,3588,2,42,02/10/2018,0.5,6,365
77404,HBA0081,Buenos Aires,BA021,Palermo,-34.56765,-58.43216,Entire home/apt,3049,20,18,05/10/2018,0.19,12,363
2364260,HBA1574,Buenos Aires,BA003,Balvanera,-34.60102,-58.40604,Private room,1076,10,18,05/10/2018,0.26,3,142
310636,HBA0056,Buenos Aires,BA021,Palermo,-34.56981,-58.43766,Entire home/apt,2392,7,3,06/10/2018,0.04,2,0
1757292,HBA2120,Buenos Aires,BA021,Palermo,-34.58697,-58.43447,Entire home/apt,2093,30,5,10/10/2018,0.28,2,364
3527357,HBA2834,Buenos Aires,BA003,Balvanera,-34.61169,-58.40221,Private room,897,10,5,10/10/2018,0.15,3,219
379826,HBA0172,Buenos Aires,BA021,Palermo,-34.59539,-58.42238,Entire home/apt,1495,3,12,11/10/2018,0.13,24,365
540015,HBA0703,Buenos Aires,BA033,San Telmo,-34.61694,-58.37212,Entire home/apt,4126,30,56,11/10/2018,0.64,6,0
65513,HBA0123,Buenos Aires,BA029,Retiro,-34.59811,-58.37779,Entire home/apt,6577,10,5,12/10/2018,0.06,4,237
946685,HBA1184,Buenos Aires,BA033,San Telmo,-34.62494,-58.3729,Private room,1136,1,7,14/10/2018,0.09,11,365
1820025,HBA2166,Buenos Aires,BA028,Recoleta,-34.58754,-58.38524,Entire home/apt,5381,3,9,15/10/2018,0.15,1,365
2708763,HBA2159,Buenos Aires,BA003,Balvanera,-34.60522,-58.41018,Entire home/apt,3049,4,6,15/10/2018,0.1,6,365
2748145,HBA0506,Buenos Aires,BA017,Monserrat,-34.61495,-58.37382,Entire home/apt,1794,3,31,15/10/2018,0.46,42,297
2785639,HBA2887,Buenos Aires,BA032,San Nicolas,-34.60358,-58.38409,Entire home/apt,1076,5,8,18/10/2018,0.15,8,338
306194,HBA0312,Buenos Aires,BA021,Palermo,-34.5891,-58.41062,Entire home/apt,2870,2,13,27/10/2018,0.15,5,239
3881613,HBA2586,Buenos Aires,BA002,Almagro,-34.6031,-58.42741,Private room,1375,1,8,31/10/2018,0.19,1,298
2446865,HBA2683,Buenos Aires,BA021,Palermo,-34.58301,-58.40998,Entire home/apt,2212,6,5,02/11/2018,0.1,1,0
46639,HBA0095,Buenos Aires,BA021,Palermo,-34.58861,-58.41647,Entire home/apt,5082,3,7,04/11/2018,0.11,4,339
305215,HBA0408,Buenos Aires,BA021,Palermo,-34.57829,-58.43092,Private room,2990,1,18,04/11/2018,0.28,15,365
1243110,HBA0114,Buenos Aires,BA033,San Telmo,-34.6176,-58.36958,Entire home/apt,3289,3,1,05/11/2018,0.08,2,354
646177,HBA0957,Buenos Aires,BA029,Retiro,-34.59243,-58.37827,Entire home/apt,3767,4,46,06/11/2018,0.54,1,363
3310084,HBA2159,Buenos Aires,BA003,Balvanera,-34.60308,-58.40883,Entire home/apt,3229,4,10,06/11/2018,0.16,6,365
201859,HBA0400,Buenos Aires,BA028,Recoleta,-34.5866,-58.3961,Entire home/apt,1555,5,8,07/11/2018,0.08,1,58
24763,HBA0051,Buenos Aires,BA009,Chacarita,-34.58681,-58.44476,Entire home/apt,3528,10,32,08/11/2018,0.3,1,89
243320,HBA0460,Buenos Aires,BA036,Villa Crespo,-34.59811,-58.43834,Entire home/apt,1973,7,1,17/11/2018,0.08,1,237
1193453,HBA1652,Buenos Aires,BA019,Nuniez,-34.54764,-58.46042,Private room,1495,1,9,18/11/2018,0.13,1,88
1197703,HBA0815,Buenos Aires,BA003,Balvanera,-34.60044,-58.39358,Entire home/apt,2332,5,15,18/11/2018,0.3,56,348
1885611,HBA2177,Buenos Aires,BA021,Palermo,-34.56542,-58.43587,Private room,598,1,1,18/11/2018,0.08,4,363
499565,HBA0135,Buenos Aires,BA021,Palermo,-34.57871,-58.43973,Entire home/apt,2272,3,6,19/11/2018,0.18,1,245
930643,HBA0139,Buenos Aires,BA003,Balvanera,-34.61279,-58.39701,Private room,2392,1,6,19/11/2018,0.2,2,89
2577964,HBA0119,Buenos Aires,BA017,Monserrat,-34.61751,-58.37843,Entire home/apt,3049,3,4,19/11/2018,0.06,1,358
3959903,HBA2187,Buenos Aires,BA021,Palermo,-34.58399,-58.42182,Entire home/apt,3767,1,23,19/11/2018,0.42,1,363
3997222,HBA3440,Buenos Aires,BA003,Balvanera,-34.59892,-58.41079,Private room,1674,2,27,19/11/2018,0.47,1,359
675965,HBA0773,Buenos Aires,BA017,Monserrat,-34.60965,-58.3896,Private room,2990,2,2,20/11/2018,0.03,2,207
1722233,HBA2084,Buenos Aires,BA021,Palermo,-34.57839,-58.43543,Entire home/apt,20927,5,6,21/11/2018,0.13,1,365
654749,HBA0619,Buenos Aires,BA028,Recoleta,-34.59571,-58.3925,Entire home/apt,3588,5,5,23/11/2018,0.14,1,277
953265,HBA0201,Buenos Aires,BA021,Palermo,-34.58529,-58.41499,Private room,2093,1,9,23/11/2018,0.11,1,89
1230942,HBA1513,Buenos Aires,BA021,Palermo,-34.57681,-58.43291,Entire home/apt,5142,7,12,23/11/2018,0.17,11,365
307695,HBA0200,Buenos Aires,BA003,Balvanera,-34.60292,-58.40068,Private room,1555,2,4,24/11/2018,0.04,4,0
946673,HBA1184,Buenos Aires,BA033,San Telmo,-34.62331,-58.37362,Private room,1794,1,31,24/11/2018,0.38,11,365
3251812,HBA3119,Buenos Aires,BA008,Caballito,-34.62363,-58.4392,Entire home/apt,1076,3,6,24/11/2018,0.23,1,0
1197752,HBA0815,Buenos Aires,BA003,Balvanera,-34.60248,-58.39385,Entire home/apt,2272,5,12,25/11/2018,0.19,56,348
2356462,HBA2592,Buenos Aires,BA021,Palermo,-34.58613,-58.41133,Entire home/apt,5082,2,34,25/11/2018,0.53,1,364
3497955,HBA2878,Buenos Aires,BA028,Recoleta,-34.58832,-58.38763,Entire home/apt,4185,1,4,25/11/2018,0.07,1,365
2105745,HBA0187,Buenos Aires,BA021,Palermo,-34.57684,-58.40053,Entire home/apt,3946,2,46,26/11/2018,0.66,2,361
946425,HBA0266,Buenos Aires,BA029,Retiro,-34.59493,-58.38493,Entire home/apt,1614,7,3,27/11/2018,0.08,3,328
2140213,HBA0815,Buenos Aires,BA021,Palermo,-34.58231,-58.42366,Entire home/apt,4006,7,9,27/11/2018,0.13,56,285
639888,HBA0948,Buenos Aires,BA028,Recoleta,-34.59027,-58.39542,Entire home/apt,3887,3,12,28/11/2018,0.16,1,365
2867281,HBA2906,Buenos Aires,BA003,Balvanera,-34.61518,-58.39686,Private room,658,20,1,29/11/2018,0.08,4,365
168298,HBA0343,Buenos Aires,BA003,Balvanera,-34.6056,-58.3955,Entire home/apt,3588,3,18,30/11/2018,0.19,1,365
778633,HBA1143,Buenos Aires,BA028,Recoleta,-34.59111,-58.40278,Entire home/apt,1794,10,6,30/11/2018,0.13,1,298
496043,HBA0095,Buenos Aires,BA021,Palermo,-34.58728,-58.41692,Entire home/apt,5620,2,20,04/12/2018,0.28,4,308
2112385,HBA0842,Buenos Aires,BA008,Caballito,-34.61042,-58.44729,Entire home/apt,1674,6,18,05/12/2018,0.27,2,261
203340,HBA0226,Buenos Aires,BA021,Palermo,-34.58104,-58.42544,Entire home/apt,4783,3,7,06/12/2018,0.07,24,348
1130888,HBA0991,Buenos Aires,BA021,Palermo,-34.57924,-58.43481,Entire home/apt,2930,7,3,06/12/2018,0.05,1,333
1905275,HBA1987,Buenos Aires,BA028,Recoleta,-34.59202,-58.39602,Entire home/apt,2691,3,33,06/12/2018,0.53,1,342
129900,HBA0265,Buenos Aires,BA005,Belgrano,-34.56098,-58.45442,Private room,1495,2,22,07/12/2018,0.59,3,89
1129739,HBA1513,Buenos Aires,BA028,Recoleta,-34.59506,-58.41319,Entire home/apt,2571,3,9,08/12/2018,0.16,11,365
1466953,HBA1185,Buenos Aires,BA028,Recoleta,-34.5859,-58.39561,Entire home/apt,2093,2,94,09/12/2018,1.24,14,365
2419905,HBA2526,Buenos Aires,BA021,Palermo,-34.58893,-58.41354,Private room,10165,1,3,17/12/2018,0.15,5,352
13095,HBA0011,Buenos Aires,BA021,Palermo,-34.59382,-58.42994,Private room,2691,1,1,18/12/2018,0.09,7,360
897648,HBA1325,Buenos Aires,BA028,Recoleta,-34.59564,-58.39551,Entire home/apt,2392,3,7,19/12/2018,0.11,6,365
1147104,HBA1183,Buenos Aires,BA021,Palermo,-34.58863,-58.43374,Entire home/apt,3588,1,25,19/12/2018,0.34,6,343
2310555,HBA0290,Buenos Aires,BA029,Retiro,-34.59781,-58.38067,Entire home/apt,1794,3,18,20/12/2018,0.28,13,17
3237339,HBA1811,Buenos Aires,BA003,Balvanera,-34.60587,-58.40999,Entire home/apt,1256,30,4,20/12/2018,0.06,1,211
654656,HBA0966,Buenos Aires,BA028,Recoleta,-34.58619,-58.40588,Entire home/apt,2392,4,53,22/12/2018,0.61,3,359
847807,HBA0708,Buenos Aires,BA029,Retiro,-34.59783,-58.38106,Entire home/apt,2392,28,3,22/12/2018,0.06,2,364
2288937,HBA0341,Buenos Aires,BA036,Villa Crespo,-34.59858,-58.42904,Entire home/apt,3289,4,51,22/12/2018,1.11,4,331
3687878,HBA3294,Buenos Aires,BA021,Palermo,-34.57228,-58.42308,Private room,2093,3,51,23/12/2018,0.79,1,365
2041060,HBA1561,Buenos Aires,BA021,Palermo,-34.58613,-58.42089,Entire home/apt,1794,29,2,24/12/2018,0.15,4,337
742985,HBA1062,Buenos Aires,BA021,Palermo,-34.57852,-58.43718,Entire home/apt,23618,5,2,27/12/2018,0.02,35,365
1778605,HBA2132,Buenos Aires,BA021,Palermo,-34.57146,-58.43279,Entire home/apt,4484,2,5,27/12/2018,0.07,1,338
2760632,HBA0627,Buenos Aires,BA021,Palermo,-34.57501,-58.40567,Entire home/apt,11958,5,8,27/12/2018,0.13,6,332
1751498,HBA0467,Buenos Aires,BA028,Recoleta,-34.59126,-58.39477,Entire home/apt,2392,6,30,30/12/2018,0.41,3,179
524922,HBA0810,Buenos Aires,BA029,Retiro,-34.59897,-58.38301,Entire home/apt,5979,3,1,31/12/2018,0.09,2,0
564422,HBA0852,Buenos Aires,BA021,Palermo,-34.59219,-58.42747,Entire home/apt,2212,3,50,31/12/2018,0.65,1,365
2492596,HBA1085,Buenos Aires,BA021,Palermo,-34.59651,-58.4239,Entire home/apt,2571,3,41,31/12/2018,0.59,15,359
3818980,HBA3356,Buenos Aires,BA021,Palermo,-34.56559,-58.43694,Entire home/apt,5979,1,8,31/12/2018,0.13,1,72
1005284,HBA0412,Buenos Aires,BA033,San Telmo,-34.61922,-58.37536,Entire home/apt,3169,4,7,01/01/2019,0.16,11,0
366268,HBA0122,Buenos Aires,BA021,Palermo,-34.58643,-58.42122,Entire home/apt,4185,5,65,02/01/2019,0.69,33,359
379839,HBA0172,Buenos Aires,BA021,Palermo,-34.59631,-58.42078,Entire home/apt,1495,3,20,02/01/2019,0.24,24,365
1988732,HBA0226,Buenos Aires,BA028,Recoleta,-34.5914,-58.39488,Entire home/apt,15845,3,35,02/01/2019,0.49,24,334
947431,HBA1062,Buenos Aires,BA021,Palermo,-34.57904,-58.43742,Entire home/apt,11361,3,13,03/01/2019,0.16,35,352
2440549,HBA2673,Buenos Aires,BA021,Palermo,-34.58009,-58.41035,Entire home/apt,8969,2,21,03/01/2019,0.3,1,365
2677393,HBA1137,Buenos Aires,BA028,Recoleta,-34.59544,-58.41481,Entire home/apt,2691,2,37,03/01/2019,0.55,1,365
2222615,HBA2512,Buenos Aires,BA003,Balvanera,-34.6024,-58.39359,Entire home/apt,4185,15,58,04/01/2019,0.85,2,179
2350264,HBA0482,Buenos Aires,BA009,Chacarita,-34.58532,-58.44452,Private room,837,1,2,05/01/2019,0.05,4,268
3138443,HBA3063,Buenos Aires,BA021,Palermo,-34.59102,-58.43249,Entire home/apt,1674,1,28,05/01/2019,0.48,1,129
1018280,HBA1509,Buenos Aires,BA028,Recoleta,-34.59158,-58.39358,Entire home/apt,4783,3,21,06/01/2019,0.28,35,364
2585852,HBA2484,Buenos Aires,BA021,Palermo,-34.57824,-58.4287,Entire home/apt,2093,7,26,06/01/2019,0.38,2,342
593333,HBA0880,Buenos Aires,BA021,Palermo,-34.58832,-58.42213,Entire home/apt,2990,3,18,07/01/2019,0.21,1,358
644840,HBA0189,Buenos Aires,BA009,Chacarita,-34.58313,-58.44656,Entire home/apt,1913,10,12,07/01/2019,0.38,1,135
2845744,HBA2101,Buenos Aires,BA021,Palermo,-34.58604,-58.41905,Entire home/apt,5680,7,18,07/01/2019,0.26,1,365
760641,HBA0328,Buenos Aires,BA033,San Telmo,-34.62637,-58.37564,Entire home/apt,1555,1,5,08/01/2019,0.08,5,365
1981073,HBA0353,Buenos Aires,BA021,Palermo,-34.57654,-58.4316,Entire home/apt,3229,2,23,10/01/2019,0.32,3,341
2071225,HBA2364,Buenos Aires,BA012,Constitucion,-34.61815,-58.37916,Entire home/apt,2392,2,63,10/01/2019,0.88,12,73
644493,HBA0954,Buenos Aires,BA028,Recoleta,-34.58756,-58.40286,Entire home/apt,4185,3,41,11/01/2019,0.47,1,364
2605924,HBA2778,Buenos Aires,BA036,Villa Crespo,-34.59701,-58.43891,Entire home/apt,2691,1,1,11/01/2019,0.09,2,0
959675,HBA1426,Buenos Aires,BA021,Palermo,-34.58117,-58.40949,Entire home/apt,2392,4,24,12/01/2019,0.3,1,337
1476410,HBA1886,Buenos Aires,BA019,Nuniez,-34.55086,-58.45672,Entire home/apt,4783,3,27,12/01/2019,0.37,1,356
2699185,HBA2364,Buenos Aires,BA033,San Telmo,-34.61827,-58.37714,Entire home/apt,1794,5,26,12/01/2019,0.39,12,179
18061,HBA0028,Buenos Aires,BA033,San Telmo,-34.61986,-58.36947,Entire home/apt,2691,4,144,13/01/2019,1.23,1,176
369961,HBA0635,Buenos Aires,BA002,Almagro,-34.61148,-58.42089,Private room,1375,2,71,14/01/2019,0.76,19,300
910319,HBA0814,Buenos Aires,BA021,Palermo,-34.5822,-58.40507,Entire home/apt,2332,6,22,14/01/2019,0.29,1,364
1648317,HBA2015,Buenos Aires,BA033,San Telmo,-34.61999,-58.37064,Entire home/apt,2392,2,76,14/01/2019,1.11,1,358
875288,HBA0976,Buenos Aires,BA021,Palermo,-34.58491,-58.42668,Entire home/apt,6816,5,4,15/01/2019,0.06,15,293
3174443,HBA3059,Buenos Aires,BA021,Palermo,-34.58781,-58.42274,Entire home/apt,4783,3,5,15/01/2019,0.13,69,237
83440,HBA0141,Buenos Aires,BA021,Palermo,-34.59222,-58.41285,Entire home/apt,5979,30,4,16/01/2019,0.04,1,335
451565,HBA0560,Buenos Aires,BA009,Chacarita,-34.58452,-58.4494,Private room,2750,1,22,16/01/2019,0.24,5,344
864101,HBA0687,Buenos Aires,BA021,Palermo,-34.58182,-58.42419,Entire home/apt,3169,4,16,16/01/2019,0.19,3,350
3553237,HBA0635,Buenos Aires,BA002,Almagro,-34.61075,-58.42102,Private room,1076,2,8,16/01/2019,0.13,19,336
2000329,HBA1512,Buenos Aires,BA028,Recoleta,-34.59364,-58.38883,Entire home/apt,5381,5,15,18/01/2019,0.24,1,358
1571663,HBA1934,Buenos Aires,BA033,San Telmo,-34.61922,-58.37269,Entire home/apt,5262,4,33,22/01/2019,0.45,1,325
2730352,HBA2861,Buenos Aires,BA007,Boedo,-34.62578,-58.42475,Entire home/apt,1315,30,5,23/01/2019,0.08,1,23
1017461,HBA1325,Buenos Aires,BA028,Recoleta,-34.59326,-58.39093,Entire home/apt,8969,7,7,24/01/2019,0.14,6,327
2653628,HBA2815,Buenos Aires,BA005,Belgrano,-34.55801,-58.45213,Entire home/apt,2511,2,5,25/01/2019,0.07,3,353
1918745,HBA0188,Buenos Aires,BA011,Colegiales,-34.57633,-58.44611,Entire home/apt,9567,5,5,26/01/2019,0.1,1,86
306622,HBA0257,Buenos Aires,BA027,Puerto Madero,-34.61423,-58.3622,Entire home/apt,17579,4,21,27/01/2019,0.26,1,354
699486,HBA0305,Buenos Aires,BA027,Puerto Madero,-34.62082,-58.35935,Entire home/apt,3289,2,21,27/01/2019,0.29,1,192
966084,HBA1433,Buenos Aires,BA023,Parque Chacabuco,-34.63083,-58.45018,Private room,837,5,4,28/01/2019,0.19,2,324
1147359,HBA1183,Buenos Aires,BA021,Palermo,-34.58937,-58.43274,Entire home/apt,2750,1,9,29/01/2019,0.12,6,343
37347,HBA0081,Buenos Aires,BA021,Palermo,-34.57185,-58.43286,Entire home/apt,2691,14,35,30/01/2019,0.33,12,339
52115,HBA0106,Buenos Aires,BA028,Recoleta,-34.59544,-58.39319,Entire home/apt,3588,5,1,30/01/2019,0.1,2,35
811135,HBA1198,Buenos Aires,BA011,Colegiales,-34.58024,-58.44217,Entire home/apt,3289,3,7,30/01/2019,0.08,1,47
2336407,HBA2471,Buenos Aires,BA028,Recoleta,-34.59242,-58.40031,Entire home/apt,1913,2,143,30/01/2019,2.05,1,85
1141686,HBA1614,Buenos Aires,BA021,Palermo,-34.58244,-58.42126,Entire home/apt,3887,2,37,31/01/2019,0.47,1,237
2702035,HBA0152,Buenos Aires,BA032,San Nicolas,-34.60406,-58.37697,Entire home/apt,2093,10,32,31/01/2019,0.48,9,362
833347,HBA0708,Buenos Aires,BA017,Monserrat,-34.61362,-58.37698,Entire home/apt,3468,7,5,01/02/2019,0.08,2,208
1160379,HBA0247,Buenos Aires,BA002,Almagro,-34.6035,-58.43197,Private room,658,1,20,01/02/2019,0.26,5,365
415985,HBA0687,Buenos Aires,BA021,Palermo,-34.58162,-58.42505,Entire home/apt,2571,3,16,04/02/2019,0.17,3,0
1744507,HBA0046,Buenos Aires,BA021,Palermo,-34.58176,-58.43319,Entire home/apt,5680,5,14,04/02/2019,0.25,1,351
577511,HBA0868,Buenos Aires,BA011,Colegiales,-34.57594,-58.45709,Private room,1136,7,1,05/02/2019,0.1,2,365
855440,HBA0239,Buenos Aires,BA021,Palermo,-34.58492,-58.42423,Entire home/apt,1794,3,13,09/02/2019,0.17,5,345
2149506,HBA2447,Buenos Aires,BA025,Parque Patricios,-34.63472,-58.41046,Private room,1016,2,21,11/02/2019,0.31,3,365
2338381,HBA1782,Buenos Aires,BA021,Palermo,-34.58217,-58.42804,Entire home/apt,2691,2,7,11/02/2019,0.15,10,356
307696,HBA0200,Buenos Aires,BA003,Balvanera,-34.60299,-58.40045,Private room,4724,2,3,12/02/2019,0.06,4,0
358640,HBA0172,Buenos Aires,BA021,Palermo,-34.59689,-58.42059,Entire home/apt,1674,3,16,12/02/2019,0.17,24,338
2672106,HBA1093,Buenos Aires,BA019,Nuniez,-34.5416,-58.47285,Entire home/apt,2153,6,7,12/02/2019,0.11,1,363
2022568,HBA2340,Buenos Aires,BA017,Monserrat,-34.61254,-58.38949,Entire home/apt,1794,30,2,15/02/2019,0.06,3,317
2115488,HBA2413,Buenos Aires,BA002,Almagro,-34.60105,-58.41688,Entire home/apt,2153,15,15,16/02/2019,0.4,1,96
389270,HBA0172,Buenos Aires,BA021,Palermo,-34.5947,-58.42038,Entire home/apt,1495,3,22,17/02/2019,0.24,24,365
815069,HBA1206,Buenos Aires,BA028,Recoleta,-34.5947,-58.40581,Entire home/apt,3348,55,10,17/02/2019,0.16,1,0
94830,HBA0205,Buenos Aires,BA021,Palermo,-34.57509,-58.41869,Entire home/apt,1674,5,7,18/02/2019,0.15,1,365
716470,HBA0915,Buenos Aires,BA033,San Telmo,-34.61736,-58.37059,Private room,598,2,8,18/02/2019,0.09,9,0
4007303,HBA3444,Buenos Aires,BA033,San Telmo,-34.62001,-58.37235,Private room,1495,3,47,19/02/2019,0.79,1,359
317759,HBA0533,Buenos Aires,BA003,Balvanera,-34.61215,-58.40142,Entire home/apt,1315,4,66,22/02/2019,0.79,4,318
2684886,HBA0506,Buenos Aires,BA021,Palermo,-34.58871,-58.43474,Entire home/apt,19134,2,6,22/02/2019,0.1,42,365
1100130,HBA1470,Buenos Aires,BA021,Palermo,-34.58392,-58.42887,Private room,1614,3,1,23/02/2019,0.11,5,339
2203527,HBA2494,Buenos Aires,BA005,Belgrano,-34.55875,-58.45419,Entire home/apt,5082,5,17,23/02/2019,0.26,1,363
1146894,HBA1183,Buenos Aires,BA021,Palermo,-34.58764,-58.43239,Entire home/apt,4484,1,36,24/02/2019,0.46,6,343
1227427,HBA1686,Buenos Aires,BA029,Retiro,-34.5958,-58.3738,Entire home/apt,65772,2,6,24/02/2019,0.16,2,365
1356220,HBA1782,Buenos Aires,BA021,Palermo,-34.58317,-58.42608,Entire home/apt,2392,2,13,24/02/2019,0.17,10,364
2237546,HBA1085,Buenos Aires,BA021,Palermo,-34.57696,-58.43651,Entire home/apt,4126,3,73,24/02/2019,1.05,15,58
191056,HBA0384,Buenos Aires,BA017,Monserrat,-34.61366,-58.38855,Entire home/apt,1614,10,10,26/02/2019,0.1,1,365
696855,HBA0942,Buenos Aires,BA028,Recoleta,-34.59918,-58.3965,Entire home/apt,2691,3,8,26/02/2019,0.09,6,45
1355984,HBA1782,Buenos Aires,BA021,Palermo,-34.58273,-58.42592,Entire home/apt,2990,2,3,01/03/2019,0.04,10,363
3456797,HBA3203,Buenos Aires,BA021,Palermo,-34.59231,-58.41481,Entire home/apt,2272,14,17,01/03/2019,0.26,2,322
2879708,HBA2939,Buenos Aires,BA033,San Telmo,-34.61724,-58.37423,Private room,1076,1,3,02/03/2019,0.05,5,361
767957,HBA0635,Buenos Aires,BA002,Almagro,-34.61124,-58.42162,Private room,897,2,3,03/03/2019,0.04,19,328
3751287,HBA1674,Buenos Aires,BA006,Boca,-34.64166,-58.3676,Private room,1315,2,39,04/03/2019,0.63,1,140
278637,HBA0408,Buenos Aires,BA021,Palermo,-34.57959,-58.42925,Entire home/apt,4783,1,3,05/03/2019,0.03,15,365
321644,HBA0560,Buenos Aires,BA009,Chacarita,-34.58488,-58.45399,Hotel room,4185,2,35,05/03/2019,0.37,5,358
692732,HBA0635,Buenos Aires,BA002,Almagro,-34.61191,-58.42169,Entire home/apt,1973,2,3,05/03/2019,0.04,19,345
918098,HBA1361,Buenos Aires,BA021,Palermo,-34.58304,-58.41262,Entire home/apt,5680,4,31,05/03/2019,0.39,3,138
298494,HBA0526,Buenos Aires,BA021,Palermo,-34.58697,-58.42433,Entire home/apt,2332,4,32,06/03/2019,0.34,9,306
1025224,HBA1493,Buenos Aires,BA003,Balvanera,-34.61098,-58.39499,Entire home/apt,1614,7,18,06/03/2019,0.26,2,0
3343749,HBA3087,Buenos Aires,BA021,Palermo,-34.5825,-58.40496,Entire home/apt,1256,5,2,09/03/2019,0.2,2,236
636742,HBA0412,Buenos Aires,BA017,Monserrat,-34.61516,-58.37656,Entire home/apt,1794,7,3,10/03/2019,0.04,11,338
964209,HBA0966,Buenos Aires,BA021,Palermo,-34.57971,-58.40642,Entire home/apt,2392,1,46,10/03/2019,0.57,3,360
1757580,HBA2121,Buenos Aires,BA033,San Telmo,-34.61701,-58.3749,Private room,897,1,29,10/03/2019,0.45,2,181
1961664,HBA0670,Buenos Aires,BA021,Palermo,-34.56793,-58.44507,Entire home/apt,2093,5,10,10/03/2019,0.15,1,339
664172,HBA0976,Buenos Aires,BA021,Palermo,-34.58718,-58.4249,Entire home/apt,6816,5,3,11/03/2019,0.04,15,365
1276551,HBA1509,Buenos Aires,BA021,Palermo,-34.57211,-58.42276,Entire home/apt,4185,3,18,12/03/2019,0.25,35,340
107259,HBA0237,Buenos Aires,BA003,Balvanera,-34.60485,-58.39448,Entire home/apt,23857,3,26,13/03/2019,0.29,2,356
2094434,HBA1765,Buenos Aires,BA009,Chacarita,-34.58341,-58.44648,Entire home/apt,6577,5,19,15/03/2019,0.33,1,339
2560744,HBA0635,Buenos Aires,BA002,Almagro,-34.61027,-58.42127,Private room,1016,2,1,15/03/2019,0.12,19,312
206738,HBA0408,Buenos Aires,BA021,Palermo,-34.58028,-58.42801,Entire home/apt,12556,1,42,17/03/2019,0.43,15,359
1170336,HBA1643,Buenos Aires,BA021,Palermo,-34.57017,-58.43266,Entire home/apt,1973,3,6,17/03/2019,0.16,5,268
1356022,HBA1465,Buenos Aires,BA003,Balvanera,-34.60402,-58.40835,Entire home/apt,1794,7,8,18/03/2019,0.12,2,364
